Iteration;ProjectName;StdDev;ClassCount;ClustersCount;Fitness;ExecutionTime;Memory;ExecutionAborted
10;_b01-jgit-lfs-6.8.0 41C.odem;0;41;22;4.6996;7;213;false
10;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;28;4.9765;9;212;false
10;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;15;5.4026;6;211;false
10;_b01-aep-core-0.10.0 162C.odem;0;162;91;28.0249;25;210;false
10;_b01-jgit-ssh-6.8.0 100C.odem;0;98;48;15.4371;11;209;false
10;_b01-log4j-jpa-2.21.1 26C.odem;0;23;15;4.4921;5;208;false
10;_b01-jmetal-auto-6.2.2 69C.odem;0;69;28;4.5775;7;207;false
10;_b01-gson-2.10.1 212C.odem;0;212;100;18.5608;53;205;false
10;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;74;18.7022;18;203;false
10;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;26;6.4777;7;203;false
10;_b01-scribejava-apis-8.3.4 175C.odem;0;175;115;68.5811;28;201;false
10;_b01-lucene-luke-11.0.0 278C.odem;0;277;139;31.2440;104;198;false
10;_b01-jmetal-component-6.2.2 132C.odem;0;132;56;11.3549;16;195;false
10;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;29;6.6393;9;194;false
10;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;39;13.2534;5;194;false
10;_b01-javacc-7.0.14 190C.odem;0;190;87;12.9851;40;192;false
10;_b01-jgit-pgm-6.8.0 121C.odem;0;121;59;11.8495;14;190;false
10;_b01-lucene-codecs-11.0.0 208C.odem;0;207;109;29.1900;46;188;false
10;_b01-jmetal-lab-6.2.2 54C.odem;0;54;29;6.1514;8;187;false
10;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;110;28.7537;38;185;false
10;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;72;17.0225;16;183;false
10;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;74;15.2923;23;182;false
10;_b01-javaGeom-0.11.3 159C.odem;0;159;72;11.6174;34;179;false
11;_b01-joda-time-2.14.0 248C.odem;0;248;116;18.3792;80;175;false
11;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;96;22.7021;27;172;false
11;_b01-joda-money-2.0.3 29C.odem;0;28;10;2.7777;9;172;false
11;_b01-moquette-broker-0.19 204C.odem;0;204;105;24.3960;46;170;false
11;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;39;13.2982;7;168;false
11;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;63;15.9509;13;167;false
11;_b01-jgit-http-6.8.0 61C.odem;0;61;30;10.6159;7;167;false
11;_b01-log4j-api-2.21.1 189C.odem;0;181;93;21.3581;34;165;false
11;_b01-jgit-lfs-6.8.0 41C.odem;0;41;21;4.6996;7;164;false
11;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;26;4.9765;9;163;false
11;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;16;5.4026;5;162;false
11;_b01-aep-core-0.10.0 162C.odem;0;162;81;28.0249;25;161;false
11;_b01-jgit-ssh-6.8.0 100C.odem;0;98;54;15.4371;11;160;false
11;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;159;false
11;_b01-jmetal-auto-6.2.2 69C.odem;0;69;33;4.5775;7;159;false
11;_b01-gson-2.10.1 212C.odem;0;212;58;18.5638;54;156;false
11;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;67;18.7022;17;155;false
11;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;27;6.4777;7;154;false
11;_b01-scribejava-apis-8.3.4 175C.odem;0;175;112;68.5811;29;152;false
11;_b01-lucene-luke-11.0.0 278C.odem;0;277;137;31.2440;112;149;false
11;_b01-jmetal-component-6.2.2 132C.odem;0;132;67;11.3549;17;147;false
11;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;31;6.6393;8;145;false
11;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;38;13.2534;5;145;false
11;_b01-javacc-7.0.14 190C.odem;0;190;90;12.9851;41;143;false
11;_b01-jgit-pgm-6.8.0 121C.odem;0;121;62;11.8495;14;141;false
11;_b01-lucene-codecs-11.0.0 208C.odem;0;207;110;29.1900;46;139;false
11;_b01-jmetal-lab-6.2.2 54C.odem;0;54;29;6.1514;8;138;false
11;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;100;28.7537;38;136;false
11;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;69;17.0225;16;135;false
11;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;74;15.2923;24;133;false
11;_b01-javaGeom-0.11.3 159C.odem;0;159;69;11.6174;38;130;false
12;_b01-joda-time-2.14.0 248C.odem;0;248;117;18.3792;92;126;false
12;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;94;22.7021;28;124;false
12;_b01-joda-money-2.0.3 29C.odem;0;28;13;2.7777;8;123;false
12;_b01-moquette-broker-0.19 204C.odem;0;204;111;24.3960;46;121;false
12;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;39;13.2982;7;120;false
12;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;60;15.9509;13;119;false
12;_b01-jgit-http-6.8.0 61C.odem;0;61;33;10.6159;7;118;false
12;_b01-log4j-api-2.21.1 189C.odem;0;181;98;21.3581;35;116;false
12;_b01-jgit-lfs-6.8.0 41C.odem;0;41;20;4.6996;7;115;false
12;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;31;4.9765;9;114;false
12;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;12;5.4026;5;114;false
12;_b01-aep-core-0.10.0 162C.odem;0;162;95;28.0249;26;111;false
12;_b01-jgit-ssh-6.8.0 100C.odem;0;98;54;15.4371;11;110;false
12;_b01-log4j-jpa-2.21.1 26C.odem;0;23;15;4.4921;5;109;false
12;_b01-jmetal-auto-6.2.2 69C.odem;0;69;32;4.5775;7;109;false
12;_b01-gson-2.10.1 212C.odem;0;212;102;18.5608;54;107;false
12;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;69;18.7022;18;105;false
12;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;27;6.4777;7;104;false
12;_b01-scribejava-apis-8.3.4 175C.odem;0;175;108;68.5811;29;102;false
12;_b01-lucene-luke-11.0.0 278C.odem;0;277;140;31.2440;108;243;false
12;_b01-jmetal-component-6.2.2 132C.odem;0;132;36;11.3610;18;241;false
12;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;30;6.6393;9;240;false
12;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;38;13.2534;5;239;false
12;_b01-javacc-7.0.14 190C.odem;0;190;87;12.9851;41;237;false
12;_b01-jgit-pgm-6.8.0 121C.odem;0;121;55;11.8495;14;236;false
12;_b01-lucene-codecs-11.0.0 208C.odem;0;207;117;29.1900;47;233;false
12;_b01-jmetal-lab-6.2.2 54C.odem;0;54;28;6.1514;8;232;false
12;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;107;28.7537;38;230;false
12;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;69;17.0225;16;229;false
12;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;75;15.2923;23;227;false
12;_b01-javaGeom-0.11.3 159C.odem;0;159;67;11.6174;35;224;false
13;_b01-joda-time-2.14.0 248C.odem;0;248;118;18.3792;88;221;false
13;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;92;22.7021;29;218;false
13;_b01-joda-money-2.0.3 29C.odem;0;28;12;2.7777;9;216;false
13;_b01-moquette-broker-0.19 204C.odem;0;204;110;24.3960;40;215;false
13;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;40;13.2982;6;214;false
13;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;56;15.9509;11;213;false
13;_b01-jgit-http-6.8.0 61C.odem;0;61;33;10.6159;6;212;false
13;_b01-log4j-api-2.21.1 189C.odem;0;181;99;21.3581;32;210;false
13;_b01-jgit-lfs-6.8.0 41C.odem;0;41;23;4.6996;6;209;false
13;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;27;4.9765;9;209;false
13;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;13;5.4026;4;208;false
13;_b01-aep-core-0.10.0 162C.odem;0;162;88;28.0249;23;207;false
13;_b01-jgit-ssh-6.8.0 100C.odem;0;98;51;15.4371;10;206;false
13;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;205;false
13;_b01-jmetal-auto-6.2.2 69C.odem;0;69;32;4.5775;7;204;false
13;_b01-gson-2.10.1 212C.odem;0;212;99;18.5608;50;202;false
13;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;76;18.7022;16;200;false
13;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;24;6.4777;7;199;false
13;_b01-scribejava-apis-8.3.4 175C.odem;0;175;110;68.5811;26;198;false
13;_b01-lucene-luke-11.0.0 278C.odem;0;277;144;31.2440;96;195;false
13;_b01-jmetal-component-6.2.2 132C.odem;0;132;62;11.3549;18;192;false
13;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;37;6.6393;10;191;false
13;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;41;13.2534;6;190;false
13;_b01-javacc-7.0.14 190C.odem;0;190;90;12.9851;45;188;false
13;_b01-jgit-pgm-6.8.0 121C.odem;0;121;52;11.8495;16;187;false
13;_b01-lucene-codecs-11.0.0 208C.odem;0;207;101;29.1900;46;185;false
13;_b01-jmetal-lab-6.2.2 54C.odem;0;54;25;6.1514;7;183;false
13;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;106;28.7537;33;182;false
13;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;71;17.0225;16;180;false
13;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;53;15.2925;20;178;false
13;_b01-javaGeom-0.11.3 159C.odem;0;159;74;11.6174;32;175;false
14;_b01-joda-time-2.14.0 248C.odem;0;248;116;18.3792;75;172;false
14;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;89;22.7021;24;169;false
14;_b01-joda-money-2.0.3 29C.odem;0;28;16;2.7777;8;168;false
14;_b01-moquette-broker-0.19 204C.odem;0;204;105;24.3960;41;166;false
14;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;41;13.2982;7;164;false
14;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;63;15.9509;12;164;false
14;_b01-jgit-http-6.8.0 61C.odem;0;61;34;10.6159;6;163;false
14;_b01-log4j-api-2.21.1 189C.odem;0;181;91;21.3581;31;161;false
14;_b01-jgit-lfs-6.8.0 41C.odem;0;41;23;4.6996;7;160;false
14;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;24;4.9765;13;160;false
14;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;14;5.4026;9;159;false
14;_b01-aep-core-0.10.0 162C.odem;0;162;90;28.0249;34;158;false
14;_b01-jgit-ssh-6.8.0 100C.odem;0;98;54;15.4371;10;156;false
14;_b01-log4j-jpa-2.21.1 26C.odem;0;23;16;4.4921;5;156;false
14;_b01-jmetal-auto-6.2.2 69C.odem;0;69;29;4.5775;7;155;false
14;_b01-gson-2.10.1 212C.odem;0;212;100;18.5608;49;153;false
14;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;70;18.7022;16;151;false
14;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;25;6.4777;7;150;false
14;_b01-scribejava-apis-8.3.4 175C.odem;0;175;109;68.5811;26;149;false
14;_b01-lucene-luke-11.0.0 278C.odem;0;277;145;31.2440;95;145;false
14;_b01-jmetal-component-6.2.2 132C.odem;0;132;65;11.3549;17;143;false
14;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;32;6.6393;9;142;false
14;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;38;13.2534;6;141;false
14;_b01-javacc-7.0.14 190C.odem;0;190;85;12.9851;39;140;false
14;_b01-jgit-pgm-6.8.0 121C.odem;0;121;51;11.8495;12;138;false
14;_b01-lucene-codecs-11.0.0 208C.odem;0;207;101;29.1900;43;136;false
14;_b01-jmetal-lab-6.2.2 54C.odem;0;54;24;6.1514;7;134;false
14;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;106;28.7537;35;133;false
14;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;67;17.0225;15;131;false
14;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;67;15.2923;21;129;false
14;_b01-javaGeom-0.11.3 159C.odem;0;159;70;11.6174;31;127;false
15;_b01-joda-time-2.14.0 248C.odem;0;248;121;18.3792;75;123;false
15;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;100;22.7021;25;120;false
15;_b01-joda-money-2.0.3 29C.odem;0;28;15;2.7777;8;119;false
15;_b01-moquette-broker-0.19 204C.odem;0;204;111;24.3960;42;117;false
15;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;38;13.2982;6;116;false
15;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;61;15.9509;17;115;false
15;_b01-jgit-http-6.8.0 61C.odem;0;61;31;10.6159;7;114;false
15;_b01-log4j-api-2.21.1 189C.odem;0;181;105;21.3581;32;113;false
15;_b01-jgit-lfs-6.8.0 41C.odem;0;41;22;4.6996;7;112;false
15;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;26;4.9765;8;111;false
15;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;12;5.4026;5;110;false
15;_b01-aep-core-0.10.0 162C.odem;0;162;82;28.0249;25;109;false
15;_b01-jgit-ssh-6.8.0 100C.odem;0;98;55;15.4371;10;108;false
15;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;106;false
15;_b01-jmetal-auto-6.2.2 69C.odem;0;69;27;4.5775;7;106;false
15;_b01-gson-2.10.1 212C.odem;0;212;94;18.5608;53;104;false
15;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;71;18.7022;17;102;false
15;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;24;6.4777;7;102;false
15;_b01-scribejava-apis-8.3.4 175C.odem;0;175;114;68.5811;28;243;false
15;_b01-lucene-luke-11.0.0 278C.odem;0;277;145;31.2440;112;240;false
15;_b01-jmetal-component-6.2.2 132C.odem;0;132;62;11.3549;18;237;false
15;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;35;6.6393;9;236;false
15;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;34;13.2534;5;236;false
15;_b01-javacc-7.0.14 190C.odem;0;190;63;12.9954;42;234;false
15;_b01-jgit-pgm-6.8.0 121C.odem;0;121;30;11.8496;14;232;false
15;_b01-lucene-codecs-11.0.0 208C.odem;0;207;106;29.1900;46;230;false
15;_b01-jmetal-lab-6.2.2 54C.odem;0;54;29;6.1514;8;229;false
15;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;103;28.7537;39;227;false
15;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;66;17.0225;16;225;false
15;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;82;15.2923;23;224;false
15;_b01-javaGeom-0.11.3 159C.odem;0;159;72;11.6174;35;221;false
16;_b01-joda-time-2.14.0 248C.odem;0;248;121;18.3792;83;217;false
16;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;89;22.7021;27;214;false
16;_b01-joda-money-2.0.3 29C.odem;0;28;13;2.7777;8;213;false
16;_b01-moquette-broker-0.19 204C.odem;0;204;111;24.3960;45;212;false
16;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;37;13.2982;7;210;false
16;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;62;15.9509;13;209;false
16;_b01-jgit-http-6.8.0 61C.odem;0;61;32;10.6159;7;208;false
16;_b01-log4j-api-2.21.1 189C.odem;0;181;92;21.3581;35;207;false
16;_b01-jgit-lfs-6.8.0 41C.odem;0;41;22;4.6996;7;205;false
16;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;22;4.9765;10;205;false
16;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;16;5.4026;5;204;false
16;_b01-aep-core-0.10.0 162C.odem;0;162;87;28.0249;25;203;false
16;_b01-jgit-ssh-6.8.0 100C.odem;0;98;57;15.4371;11;201;false
16;_b01-log4j-jpa-2.21.1 26C.odem;0;23;15;4.4921;5;201;false
16;_b01-jmetal-auto-6.2.2 69C.odem;0;69;32;4.5775;7;200;false
16;_b01-gson-2.10.1 212C.odem;0;212;100;18.5608;55;198;false
16;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;69;18.7022;18;196;false
16;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;25;6.4777;7;195;false
16;_b01-scribejava-apis-8.3.4 175C.odem;0;175;110;68.5811;29;194;false
16;_b01-lucene-luke-11.0.0 278C.odem;0;277;146;31.2440;108;191;false
16;_b01-jmetal-component-6.2.2 132C.odem;0;132;67;11.3549;16;188;false
16;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;35;6.6393;8;187;false
16;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;35;13.2534;6;187;false
16;_b01-javacc-7.0.14 190C.odem;0;190;83;12.9851;41;185;false
16;_b01-jgit-pgm-6.8.0 121C.odem;0;121;63;11.8495;14;183;false
16;_b01-lucene-codecs-11.0.0 208C.odem;0;207;100;29.1900;46;181;false
16;_b01-jmetal-lab-6.2.2 54C.odem;0;54;29;6.1514;8;179;false
16;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;106;28.7537;38;178;false
16;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;73;17.0225;15;176;false
16;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;69;15.2923;24;174;false
16;_b01-javaGeom-0.11.3 159C.odem;0;159;71;11.6174;35;172;false
17;_b01-joda-time-2.14.0 248C.odem;0;248;122;18.3792;89;168;false
17;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;85;22.7021;29;165;false
17;_b01-joda-money-2.0.3 29C.odem;0;28;14;2.7777;9;164;false
17;_b01-moquette-broker-0.19 204C.odem;0;204;103;24.3960;46;162;false
17;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;41;13.2982;7;161;false
17;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;60;15.9509;14;160;false
17;_b01-jgit-http-6.8.0 61C.odem;0;61;35;10.6159;7;159;false
17;_b01-log4j-api-2.21.1 189C.odem;0;181;85;21.3581;34;158;false
17;_b01-jgit-lfs-6.8.0 41C.odem;0;41;21;4.6996;7;156;false
17;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;23;4.9765;10;156;false
17;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;13;5.4026;5;155;false
17;_b01-aep-core-0.10.0 162C.odem;0;162;88;28.0249;25;154;false
17;_b01-jgit-ssh-6.8.0 100C.odem;0;98;54;15.4371;11;153;false
17;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;152;false
17;_b01-jmetal-auto-6.2.2 69C.odem;0;69;27;4.5775;7;151;false
17;_b01-gson-2.10.1 212C.odem;0;212;100;18.5608;54;149;false
17;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;65;18.7022;17;147;false
17;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;23;6.4777;8;146;false
17;_b01-scribejava-apis-8.3.4 175C.odem;0;175;109;68.5811;29;145;false
17;_b01-lucene-luke-11.0.0 278C.odem;0;277;142;31.2440;111;142;false
17;_b01-jmetal-component-6.2.2 132C.odem;0;132;52;11.3549;18;139;false
17;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;35;6.6393;8;137;false
17;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;34;13.2534;5;137;false
17;_b01-javacc-7.0.14 190C.odem;0;190;85;12.9851;41;135;false
17;_b01-jgit-pgm-6.8.0 121C.odem;0;121;58;11.8495;14;134;false
17;_b01-lucene-codecs-11.0.0 208C.odem;0;207;112;29.1900;47;132;false
17;_b01-jmetal-lab-6.2.2 54C.odem;0;54;25;6.1514;8;130;false
17;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;109;28.7537;39;128;false
17;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;74;17.0225;17;127;false
17;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;78;15.2923;26;125;false
17;_b01-javaGeom-0.11.3 159C.odem;0;159;70;11.6174;37;123;false
18;_b01-joda-time-2.14.0 248C.odem;0;248;118;18.3792;84;119;false
18;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;90;22.7021;28;116;false
18;_b01-joda-money-2.0.3 29C.odem;0;28;12;2.7777;8;115;false
18;_b01-moquette-broker-0.19 204C.odem;0;204;98;24.3960;45;113;false
18;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;38;13.2982;7;112;false
18;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;64;15.9509;13;111;false
18;_b01-jgit-http-6.8.0 61C.odem;0;61;35;10.6159;7;110;false
18;_b01-log4j-api-2.21.1 189C.odem;0;181;94;21.3581;35;108;false
18;_b01-jgit-lfs-6.8.0 41C.odem;0;41;22;4.6996;7;107;false
18;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;32;4.9765;9;107;false
18;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;15;5.4026;5;106;false
18;_b01-aep-core-0.10.0 162C.odem;0;162;88;28.0249;25;105;false
18;_b01-jgit-ssh-6.8.0 100C.odem;0;98;50;15.4371;11;104;false
18;_b01-log4j-jpa-2.21.1 26C.odem;0;23;14;4.4921;5;103;false
18;_b01-jmetal-auto-6.2.2 69C.odem;0;69;34;4.5775;7;102;false
18;_b01-gson-2.10.1 212C.odem;0;212;98;18.5608;56;243;false
18;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;67;18.7022;18;241;false
18;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;26;6.4777;8;240;false
18;_b01-scribejava-apis-8.3.4 175C.odem;0;175;114;68.5811;30;239;false
18;_b01-lucene-luke-11.0.0 278C.odem;0;277;151;31.2440;106;236;false
18;_b01-jmetal-component-6.2.2 132C.odem;0;132;57;11.3549;18;233;false
18;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;34;6.6393;8;232;false
18;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;38;13.2534;5;231;false
18;_b01-javacc-7.0.14 190C.odem;0;190;92;12.9851;42;230;false
18;_b01-jgit-pgm-6.8.0 121C.odem;0;121;53;11.8495;14;228;false
18;_b01-lucene-codecs-11.0.0 208C.odem;0;207;104;29.1900;47;226;false
18;_b01-jmetal-lab-6.2.2 54C.odem;0;54;25;6.1514;7;224;false
18;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;103;28.7537;39;223;false
18;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;74;17.0225;15;221;false
18;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;70;15.2923;24;219;false
18;_b01-javaGeom-0.11.3 159C.odem;0;159;76;11.6174;37;217;false
19;_b01-joda-time-2.14.0 248C.odem;0;248;115;18.3792;86;213;false
19;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;94;22.7021;28;211;false
19;_b01-joda-money-2.0.3 29C.odem;0;28;12;2.7777;8;210;false
19;_b01-moquette-broker-0.19 204C.odem;0;204;110;24.3960;46;208;false
19;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;39;13.2982;7;207;false
19;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;61;15.9509;14;205;false
19;_b01-jgit-http-6.8.0 61C.odem;0;61;31;10.6159;6;205;false
19;_b01-log4j-api-2.21.1 189C.odem;0;181;92;21.3581;35;203;false
19;_b01-jgit-lfs-6.8.0 41C.odem;0;41;23;4.6996;7;202;false
19;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;29;4.9765;9;201;false
19;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;16;5.4026;5;201;false
19;_b01-aep-core-0.10.0 162C.odem;0;162;85;28.0249;26;199;false
19;_b01-jgit-ssh-6.8.0 100C.odem;0;98;59;15.4371;10;198;false
19;_b01-log4j-jpa-2.21.1 26C.odem;0;23;12;4.4921;4;197;false
19;_b01-jmetal-auto-6.2.2 69C.odem;0;69;35;4.5775;7;197;false
19;_b01-gson-2.10.1 212C.odem;0;212;96;18.5608;55;194;false
19;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;68;18.7022;17;193;false
19;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;28;6.4777;7;192;false
19;_b01-scribejava-apis-8.3.4 175C.odem;0;175;102;68.5811;28;190;false
19;_b01-lucene-luke-11.0.0 278C.odem;0;277;138;31.2440;108;187;false
19;_b01-jmetal-component-6.2.2 132C.odem;0;132;63;11.3549;17;185;false
19;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;35;6.6393;8;184;false
19;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;37;13.2534;6;183;false
19;_b01-javacc-7.0.14 190C.odem;0;190;92;12.9851;43;181;false
19;_b01-jgit-pgm-6.8.0 121C.odem;0;121;61;11.8495;14;179;false
19;_b01-lucene-codecs-11.0.0 208C.odem;0;207;102;29.1900;46;177;false
19;_b01-jmetal-lab-6.2.2 54C.odem;0;54;23;6.1514;8;176;false
19;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;101;28.7537;38;174;false
19;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;69;17.0225;16;173;false
19;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;78;15.2923;23;171;false
19;_b01-javaGeom-0.11.3 159C.odem;0;159;74;11.6174;34;168;false
20;_b01-joda-time-2.14.0 248C.odem;0;248;120;18.3792;85;164;false
20;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;90;22.7021;27;162;false
20;_b01-joda-money-2.0.3 29C.odem;0;28;13;2.7777;8;161;false
20;_b01-moquette-broker-0.19 204C.odem;0;204;103;24.3960;45;159;false
20;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;35;13.2982;6;158;false
20;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;60;15.9509;13;157;false
20;_b01-jgit-http-6.8.0 61C.odem;0;61;35;10.6159;7;156;false
20;_b01-log4j-api-2.21.1 189C.odem;0;181;93;21.3581;35;154;false
20;_b01-jgit-lfs-6.8.0 41C.odem;0;41;18;4.6996;7;153;false
20;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;26;4.9765;9;152;false
20;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;14;5.4026;5;152;false
20;_b01-aep-core-0.10.0 162C.odem;0;162;92;28.0249;26;151;false
20;_b01-jgit-ssh-6.8.0 100C.odem;0;98;54;15.4371;11;149;false
20;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;6;149;false
20;_b01-jmetal-auto-6.2.2 69C.odem;0;69;27;4.5775;7;148;false
20;_b01-gson-2.10.1 212C.odem;0;212;95;18.5608;54;146;false
20;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;66;18.7022;17;144;false
20;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;18;6.4840;7;143;false
20;_b01-scribejava-apis-8.3.4 175C.odem;0;175;116;68.5811;30;142;false
20;_b01-lucene-luke-11.0.0 278C.odem;0;277;133;31.2440;109;138;false
20;_b01-jmetal-component-6.2.2 132C.odem;0;132;58;11.3549;18;136;false
20;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;30;6.6393;9;135;false
20;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;41;13.2534;6;134;false
