Iteration;ProjectName;StdDev;ClassCount;ClustersCount;Fitness;ExecutionTime;Memory;ExecutionAborted
20;_b01-javacc-7.0.14 190C.odem;0;190;90;12.9851;42;132;false
20;_b01-jgit-pgm-6.8.0 121C.odem;0;121;65;11.8495;15;131;false
20;_b01-lucene-codecs-11.0.0 208C.odem;0;207;113;29.1900;47;128;false
20;_b01-jmetal-lab-6.2.2 54C.odem;0;54;25;6.1514;7;127;false
20;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;106;28.7537;39;125;false
20;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;75;17.0225;16;124;false
20;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;72;15.2923;24;122;false
20;_b01-javaGeom-0.11.3 159C.odem;0;159;66;11.6174;35;119;false
21;_b01-joda-time-2.14.0 248C.odem;0;248;116;18.3792;84;116;false
21;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;84;22.7021;28;113;false
21;_b01-joda-money-2.0.3 29C.odem;0;28;13;2.7777;8;112;false
21;_b01-moquette-broker-0.19 204C.odem;0;204;106;24.3960;45;110;false
21;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;36;13.2982;7;109;false
21;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;65;15.9509;13;108;false
21;_b01-jgit-http-6.8.0 61C.odem;0;61;32;10.6159;7;107;false
21;_b01-log4j-api-2.21.1 189C.odem;0;181;96;21.3581;35;106;false
21;_b01-jgit-lfs-6.8.0 41C.odem;0;41;23;4.6996;7;105;false
21;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;26;4.9765;10;104;false
21;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;16;5.4026;5;103;false
21;_b01-aep-core-0.10.0 162C.odem;0;162;89;28.0249;26;102;false
21;_b01-jgit-ssh-6.8.0 100C.odem;0;98;53;15.4371;11;101;false
21;_b01-log4j-jpa-2.21.1 26C.odem;0;23;15;4.4921;5;100;false
21;_b01-jmetal-auto-6.2.2 69C.odem;0;69;39;4.5775;9;244;false
21;_b01-gson-2.10.1 212C.odem;0;212;104;18.5608;54;242;false
21;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;48;18.7227;17;240;false
21;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;23;6.4777;7;239;false
21;_b01-scribejava-apis-8.3.4 175C.odem;0;175;108;68.5811;28;238;false
21;_b01-lucene-luke-11.0.0 278C.odem;0;277;141;31.2440;108;235;false
21;_b01-jmetal-component-6.2.2 132C.odem;0;132;63;11.3549;18;232;false
21;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;36;6.6393;9;231;false
21;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;33;13.2534;6;230;false
21;_b01-javacc-7.0.14 190C.odem;0;190;77;12.9851;43;229;false
21;_b01-jgit-pgm-6.8.0 121C.odem;0;121;59;11.8495;14;227;false
21;_b01-lucene-codecs-11.0.0 208C.odem;0;207;106;29.1900;47;225;false
21;_b01-jmetal-lab-6.2.2 54C.odem;0;54;25;6.1514;7;223;false
21;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;103;28.7537;39;222;false
21;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;68;17.0225;16;220;false
21;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;68;15.2923;24;218;false
21;_b01-javaGeom-0.11.3 159C.odem;0;159;62;11.6174;35;216;false
22;_b01-joda-time-2.14.0 248C.odem;0;248;113;18.3792;85;212;false
22;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;85;22.7021;38;209;false
22;_b01-joda-money-2.0.3 29C.odem;0;28;15;2.7777;9;208;false
22;_b01-moquette-broker-0.19 204C.odem;0;204;109;24.3960;45;206;false
22;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;28;13.3351;7;205;false
22;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;61;15.9509;13;204;false
22;_b01-jgit-http-6.8.0 61C.odem;0;61;35;10.6159;7;203;false
22;_b01-log4j-api-2.21.1 189C.odem;0;181;95;21.3581;35;201;false
22;_b01-jgit-lfs-6.8.0 41C.odem;0;41;18;4.6996;7;200;false
22;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;28;4.9765;10;200;false
22;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;14;5.4026;5;199;false
22;_b01-aep-core-0.10.0 162C.odem;0;162;82;28.0249;26;198;false
22;_b01-jgit-ssh-6.8.0 100C.odem;0;98;50;15.4371;11;196;false
22;_b01-log4j-jpa-2.21.1 26C.odem;0;23;12;4.4921;5;195;false
22;_b01-jmetal-auto-6.2.2 69C.odem;0;69;35;4.5775;7;195;false
22;_b01-gson-2.10.1 212C.odem;0;212;106;18.5608;55;193;false
22;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;75;18.7022;17;191;false
22;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;28;6.4777;7;189;false
22;_b01-scribejava-apis-8.3.4 175C.odem;0;175;107;68.5811;29;188;false
22;_b01-lucene-luke-11.0.0 278C.odem;0;277;146;31.2440;106;185;false
22;_b01-jmetal-component-6.2.2 132C.odem;0;132;36;11.3587;17;182;false
22;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;33;6.6393;8;181;false
22;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;36;13.2534;5;181;false
22;_b01-javacc-7.0.14 190C.odem;0;190;90;12.9851;43;179;false
22;_b01-jgit-pgm-6.8.0 121C.odem;0;121;64;11.8495;14;177;false
22;_b01-lucene-codecs-11.0.0 208C.odem;0;207;106;29.1900;47;175;false
22;_b01-jmetal-lab-6.2.2 54C.odem;0;54;26;6.1514;7;173;false
22;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;101;28.7537;39;172;false
22;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;69;17.0225;16;170;false
22;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;83;15.2923;24;168;false
22;_b01-javaGeom-0.11.3 159C.odem;0;159;76;11.6174;35;166;false
23;_b01-joda-time-2.14.0 248C.odem;0;248;115;18.3792;86;162;false
23;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;93;22.7021;28;159;false
23;_b01-joda-money-2.0.3 29C.odem;0;28;15;2.7777;8;157;false
23;_b01-moquette-broker-0.19 204C.odem;0;204;105;24.3960;45;156;false
23;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;40;13.2982;7;155;false
23;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;56;15.9509;13;154;false
23;_b01-jgit-http-6.8.0 61C.odem;0;61;35;10.6159;7;153;false
23;_b01-log4j-api-2.21.1 189C.odem;0;181;94;21.3581;35;151;false
23;_b01-jgit-lfs-6.8.0 41C.odem;0;41;18;4.6996;7;149;false
23;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;28;4.9765;9;149;false
23;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;15;5.4026;5;149;false
23;_b01-aep-core-0.10.0 162C.odem;0;162;91;28.0249;25;147;false
23;_b01-jgit-ssh-6.8.0 100C.odem;0;98;53;15.4371;11;146;false
23;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;145;false
23;_b01-jmetal-auto-6.2.2 69C.odem;0;69;35;4.5775;7;145;false
23;_b01-gson-2.10.1 212C.odem;0;212;100;18.5608;55;142;false
23;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;68;18.7022;17;141;false
23;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;25;6.4777;8;140;false
23;_b01-scribejava-apis-8.3.4 175C.odem;0;175;112;68.5811;29;138;false
23;_b01-lucene-luke-11.0.0 278C.odem;0;277;137;31.2440;112;135;false
23;_b01-jmetal-component-6.2.2 132C.odem;0;132;56;11.3549;17;132;false
23;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;30;6.6393;8;131;false
23;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;34;13.2534;5;130;false
23;_b01-javacc-7.0.14 190C.odem;0;190;86;12.9851;41;129;false
23;_b01-jgit-pgm-6.8.0 121C.odem;0;121;68;11.8495;14;127;false
23;_b01-lucene-codecs-11.0.0 208C.odem;0;207;103;29.1900;48;125;false
23;_b01-jmetal-lab-6.2.2 54C.odem;0;54;26;6.1514;8;123;false
23;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;101;28.7537;39;122;false
23;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;75;17.0225;16;120;false
23;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;75;15.2923;24;118;false
23;_b01-javaGeom-0.11.3 159C.odem;0;159;72;11.6174;38;115;false
24;_b01-joda-time-2.14.0 248C.odem;0;248;115;18.3792;93;112;false
24;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;96;22.7021;30;109;false
24;_b01-joda-money-2.0.3 29C.odem;0;28;12;2.7777;9;107;false
24;_b01-moquette-broker-0.19 204C.odem;0;204;107;24.3960;50;106;false
24;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;39;13.2982;7;105;false
24;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;61;15.9509;15;104;false
24;_b01-jgit-http-6.8.0 61C.odem;0;61;32;10.6159;8;103;false
24;_b01-log4j-api-2.21.1 189C.odem;0;181;100;21.3581;40;101;false
24;_b01-jgit-lfs-6.8.0 41C.odem;0;41;19;4.6996;7;243;false
24;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;19;4.9916;9;242;false
24;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;15;5.4026;6;241;false
24;_b01-aep-core-0.10.0 162C.odem;0;162;87;28.0249;25;240;false
24;_b01-jgit-ssh-6.8.0 100C.odem;0;98;53;15.4371;11;239;false
24;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;238;false
24;_b01-jmetal-auto-6.2.2 69C.odem;0;69;31;4.5775;6;238;false
24;_b01-gson-2.10.1 212C.odem;0;212;104;18.5608;54;235;false
24;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;69;18.7022;18;234;false
24;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;23;6.4777;7;233;false
24;_b01-scribejava-apis-8.3.4 175C.odem;0;175;120;68.5811;29;231;false
24;_b01-lucene-luke-11.0.0 278C.odem;0;277;141;31.2440;108;228;false
24;_b01-jmetal-component-6.2.2 132C.odem;0;132;60;11.3549;17;225;false
24;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;34;6.6393;8;224;false
24;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;37;13.2534;6;224;false
24;_b01-javacc-7.0.14 190C.odem;0;190;73;12.9851;43;221;false
24;_b01-jgit-pgm-6.8.0 121C.odem;0;121;61;11.8495;15;219;false
24;_b01-lucene-codecs-11.0.0 208C.odem;0;207;109;29.1900;48;217;false
24;_b01-jmetal-lab-6.2.2 54C.odem;0;54;26;6.1514;8;216;false
24;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;107;28.7537;38;214;false
24;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;70;17.0225;16;213;false
24;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;78;15.2923;24;211;false
24;_b01-javaGeom-0.11.3 159C.odem;0;159;76;11.6174;35;208;false
25;_b01-joda-time-2.14.0 248C.odem;0;248;112;18.3792;84;204;false
25;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;88;22.7021;28;202;false
25;_b01-joda-money-2.0.3 29C.odem;0;28;14;2.7777;9;201;false
25;_b01-moquette-broker-0.19 204C.odem;0;204;70;24.4010;48;199;false
25;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;41;13.2982;7;198;false
25;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;63;15.9509;14;197;false
25;_b01-jgit-http-6.8.0 61C.odem;0;61;34;10.6159;7;196;false
25;_b01-log4j-api-2.21.1 189C.odem;0;181;97;21.3581;36;194;false
25;_b01-jgit-lfs-6.8.0 41C.odem;0;41;23;4.6996;7;193;false
25;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;28;4.9765;9;193;false
25;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;16;5.4026;6;192;false
25;_b01-aep-core-0.10.0 162C.odem;0;162;79;28.0249;25;190;false
25;_b01-jgit-ssh-6.8.0 100C.odem;0;98;54;15.4371;10;189;false
25;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;188;false
25;_b01-jmetal-auto-6.2.2 69C.odem;0;69;32;4.5775;7;188;false
25;_b01-gson-2.10.1 212C.odem;0;212;97;18.5608;55;186;false
25;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;66;18.7022;17;184;false
25;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;28;6.4777;7;183;false
25;_b01-scribejava-apis-8.3.4 175C.odem;0;175;98;68.5811;29;182;false
25;_b01-lucene-luke-11.0.0 278C.odem;0;277;140;31.2440;107;178;false
25;_b01-jmetal-component-6.2.2 132C.odem;0;132;65;11.3549;18;176;false
25;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;38;6.6393;9;175;false
25;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;35;13.2534;5;174;false
25;_b01-javacc-7.0.14 190C.odem;0;190;76;12.9851;42;172;false
25;_b01-jgit-pgm-6.8.0 121C.odem;0;121;59;11.8495;14;171;false
25;_b01-lucene-codecs-11.0.0 208C.odem;0;207;105;29.1900;47;168;false
25;_b01-jmetal-lab-6.2.2 54C.odem;0;54;29;6.1514;7;167;false
25;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;113;28.7537;39;165;false
25;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;74;17.0225;16;164;false
25;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;75;15.2923;24;162;false
25;_b01-javaGeom-0.11.3 159C.odem;0;159;73;11.6174;35;160;false
26;_b01-joda-time-2.14.0 248C.odem;0;248;118;18.3792;84;156;false
26;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;91;22.7021;28;153;false
26;_b01-joda-money-2.0.3 29C.odem;0;28;14;2.7777;7;152;false
26;_b01-moquette-broker-0.19 204C.odem;0;204;106;24.3960;45;150;false
26;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;42;13.2982;7;149;false
26;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;57;15.9509;14;148;false
26;_b01-jgit-http-6.8.0 61C.odem;0;61;37;10.6159;6;147;false
26;_b01-log4j-api-2.21.1 189C.odem;0;181;95;21.3581;35;145;false
26;_b01-jgit-lfs-6.8.0 41C.odem;0;41;22;4.6996;7;144;false
26;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;28;4.9765;10;144;false
26;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;13;5.4026;5;143;false
26;_b01-aep-core-0.10.0 162C.odem;0;162;86;28.0249;26;142;false
26;_b01-jgit-ssh-6.8.0 100C.odem;0;98;52;15.4371;10;141;false
26;_b01-log4j-jpa-2.21.1 26C.odem;0;23;11;4.4921;5;140;false
26;_b01-jmetal-auto-6.2.2 69C.odem;0;69;37;4.5775;7;139;false
26;_b01-gson-2.10.1 212C.odem;0;212;107;18.5608;53;137;false
26;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;48;18.7162;18;135;false
26;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;25;6.4777;7;134;false
26;_b01-scribejava-apis-8.3.4 175C.odem;0;175;109;68.5811;29;133;false
26;_b01-lucene-luke-11.0.0 278C.odem;0;277;140;31.2440;115;129;false
26;_b01-jmetal-component-6.2.2 132C.odem;0;132;62;11.3549;17;127;false
26;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;35;6.6393;8;126;false
26;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;35;13.2534;6;125;false
26;_b01-javacc-7.0.14 190C.odem;0;190;81;12.9851;43;123;false
26;_b01-jgit-pgm-6.8.0 121C.odem;0;121;53;11.8495;15;122;false
26;_b01-lucene-codecs-11.0.0 208C.odem;0;207;108;29.1900;47;119;false
26;_b01-jmetal-lab-6.2.2 54C.odem;0;54;23;6.1514;8;118;false
26;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;102;28.7537;39;116;false
26;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;75;17.0225;15;115;false
26;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;80;15.2923;23;113;false
26;_b01-javaGeom-0.11.3 159C.odem;0;159;65;11.6174;34;111;false
27;_b01-joda-time-2.14.0 248C.odem;0;248;114;18.3792;84;107;false
27;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;87;22.7021;28;104;false
27;_b01-joda-money-2.0.3 29C.odem;0;28;16;2.7777;8;103;false
27;_b01-moquette-broker-0.19 204C.odem;0;204;107;24.3960;46;101;false
27;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;40;13.2982;6;100;false
27;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;63;15.9509;16;243;false
27;_b01-jgit-http-6.8.0 61C.odem;0;61;33;10.6159;7;242;false
27;_b01-log4j-api-2.21.1 189C.odem;0;181;98;21.3581;35;240;false
27;_b01-jgit-lfs-6.8.0 41C.odem;0;41;21;4.6996;7;239;false
27;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;27;4.9765;9;239;false
27;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;14;5.4026;5;238;false
27;_b01-aep-core-0.10.0 162C.odem;0;162;84;28.0249;25;237;false
27;_b01-jgit-ssh-6.8.0 100C.odem;0;98;49;15.4371;11;236;false
27;_b01-log4j-jpa-2.21.1 26C.odem;0;23;13;4.4921;5;235;false
27;_b01-jmetal-auto-6.2.2 69C.odem;0;69;22;4.5775;7;234;false
27;_b01-gson-2.10.1 212C.odem;0;212;91;18.5608;55;232;false
27;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;73;18.7022;18;230;false
27;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;24;6.4777;7;229;false
27;_b01-scribejava-apis-8.3.4 175C.odem;0;175;112;68.5811;29;228;false
27;_b01-lucene-luke-11.0.0 278C.odem;0;277;146;31.2440;107;224;false
27;_b01-jmetal-component-6.2.2 132C.odem;0;132;59;11.3549;17;223;false
27;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;33;6.6393;9;221;false
27;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;40;13.2534;5;220;false
27;_b01-javacc-7.0.14 190C.odem;0;190;85;12.9851;42;218;false
27;_b01-jgit-pgm-6.8.0 121C.odem;0;121;62;11.8495;14;217;false
27;_b01-lucene-codecs-11.0.0 208C.odem;0;207;107;29.1900;47;215;false
27;_b01-jmetal-lab-6.2.2 54C.odem;0;54;26;6.1514;8;213;false
27;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;103;28.7537;39;212;false
27;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;69;17.0225;16;210;false
27;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;74;15.2923;23;208;false
27;_b01-javaGeom-0.11.3 159C.odem;0;159;74;11.6174;35;206;false
28;_b01-joda-time-2.14.0 248C.odem;0;248;119;18.3792;83;202;false
28;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;85;22.7021;29;199;false
28;_b01-joda-money-2.0.3 29C.odem;0;28;16;2.7777;9;198;false
28;_b01-moquette-broker-0.19 204C.odem;0;204;103;24.3960;48;197;false
28;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;36;13.2982;7;195;false
28;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;62;15.9509;13;194;false
28;_b01-jgit-http-6.8.0 61C.odem;0;61;32;10.6159;6;193;false
28;_b01-log4j-api-2.21.1 189C.odem;0;181;96;21.3581;36;192;false
28;_b01-jgit-lfs-6.8.0 41C.odem;0;41;23;4.6996;7;191;false
28;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;29;4.9765;9;190;false
28;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;13;5.4026;6;189;false
28;_b01-aep-core-0.10.0 162C.odem;0;162;92;28.0249;25;188;false
28;_b01-jgit-ssh-6.8.0 100C.odem;0;98;56;15.4371;11;187;false
28;_b01-log4j-jpa-2.21.1 26C.odem;0;23;9;4.4921;5;186;false
28;_b01-jmetal-auto-6.2.2 69C.odem;0;69;33;4.5775;7;185;false
28;_b01-gson-2.10.1 212C.odem;0;212;95;18.5608;56;183;false
28;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;72;18.7022;18;181;false
28;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;26;6.4777;7;180;false
28;_b01-scribejava-apis-8.3.4 175C.odem;0;175;105;68.5811;29;179;false
28;_b01-lucene-luke-11.0.0 278C.odem;0;277;143;31.2440;108;176;false
28;_b01-jmetal-component-6.2.2 132C.odem;0;132;36;11.3610;17;173;false
28;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;38;6.6393;9;172;false
28;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;36;13.2534;5;172;false
28;_b01-javacc-7.0.14 190C.odem;0;190;90;12.9851;42;170;false
28;_b01-jgit-pgm-6.8.0 121C.odem;0;121;54;11.8495;14;168;false
28;_b01-lucene-codecs-11.0.0 208C.odem;0;207;115;29.1900;47;166;false
28;_b01-jmetal-lab-6.2.2 54C.odem;0;54;30;6.1514;8;165;false
28;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;115;28.7537;40;163;false
28;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;67;17.0225;16;161;false
28;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;71;15.2923;24;160;false
28;_b01-javaGeom-0.11.3 159C.odem;0;159;73;11.6174;37;157;false
29;_b01-joda-time-2.14.0 248C.odem;0;248;110;18.3792;84;153;false
29;_b01-lucene-highlighter-11.0.0 167C.odem;0;166;83;22.7021;27;151;false
29;_b01-joda-money-2.0.3 29C.odem;0;28;14;2.7777;8;150;false
29;_b01-moquette-broker-0.19 204C.odem;0;204;105;24.3960;47;148;false
29;_b01-lucene-analysis-kuromoji-11.0.0 69C.odem;0;68;39;13.2982;7;147;false
29;_b01-junit-platform-launcher-1.10.1 116C.odem;0;115;64;15.9509;14;146;false
29;_b01-jgit-http-6.8.0 61C.odem;0;61;33;10.6159;7;145;false
29;_b01-log4j-api-2.21.1 189C.odem;0;181;96;21.3581;37;143;false
29;_b01-jgit-lfs-6.8.0 41C.odem;0;41;22;4.6996;7;142;false
29;_b01-elasticsearch-geo-9.1.0 58C.odem;0;58;28;4.9765;10;141;false
29;_b01-log4j-iostreams-2.21.1 29C.odem;0;26;15;5.4026;5;141;false
29;_b01-aep-core-0.10.0 162C.odem;0;162;62;28.0503;26;139;false
29;_b01-jgit-ssh-6.8.0 100C.odem;0;98;52;15.4371;10;138;false
29;_b01-log4j-jpa-2.21.1 26C.odem;0;23;14;4.4921;5;137;false
29;_b01-jmetal-auto-6.2.2 69C.odem;0;69;32;4.5775;6;137;false
29;_b01-gson-2.10.1 212C.odem;0;212;102;18.5608;48;134;false
29;_b01-junit-platform-engine-1.10.1 136C.odem;0;135;66;18.7022;16;133;false
29;_b01-lucene-analysis-nori-11.0.0 48C.odem;0;47;22;6.4777;7;132;false
29;_b01-scribejava-apis-8.3.4 175C.odem;0;175;108;68.5811;27;130;false
29;_b01-lucene-luke-11.0.0 278C.odem;0;277;141;31.2440;99;127;false
29;_b01-jmetal-component-6.2.2 132C.odem;0;132;59;11.3549;18;125;false
29;_b01-elasticsearch-native-9.1.0 66C.odem;0;66;32;6.6393;9;123;false
29;_b01-elasticsearch-core-9.1.0 63C.odem;0;63;32;13.2534;6;123;false
29;_b01-javacc-7.0.14 190C.odem;0;190;84;12.9851;42;121;false
29;_b01-jgit-pgm-6.8.0 121C.odem;0;121;61;11.8495;14;119;false
29;_b01-lucene-codecs-11.0.0 208C.odem;0;207;108;29.1900;45;117;false
29;_b01-jmetal-lab-6.2.2 54C.odem;0;54;21;6.1514;7;116;false
29;_b01-dubbo-cluster-3.2.8 195C.odem;0;195;116;28.7537;38;114;false
29;_b01-junit-jupiter-engine-5.10.1 130C.odem;0;129;71;17.0225;16;112;false
29;_b01-log4j-layout-template-json-2.21.1 154C.odem;0;150;74;15.2923;23;111;false
29;_b01-javaGeom-0.11.3 159C.odem;0;159;72;11.6174;33;108;false
0;_b01-joda-money-marlon 26C.odem;0;26;13;2.6626;40;241;false
1;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;21;237;false
2;_b01-joda-money-marlon 26C.odem;0;26;11;2.6626;10;236;false
3;_b01-joda-money-marlon 26C.odem;0;26;14;2.6626;10;235;false
4;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;11;235;false
5;_b01-joda-money-marlon 26C.odem;0;26;13;2.6626;13;234;false
6;_b01-joda-money-marlon 26C.odem;0;26;11;2.6626;11;234;false
7;_b01-joda-money-marlon 26C.odem;0;26;15;2.6626;8;233;false
8;_b01-joda-money-marlon 26C.odem;0;26;15;2.6626;8;232;false
9;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;9;232;false
10;_b01-joda-money-marlon 26C.odem;0;26;16;2.6626;8;231;false
11;_b01-joda-money-marlon 26C.odem;0;26;9;2.6675;9;231;false
12;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;8;230;false
13;_b01-joda-money-marlon 26C.odem;0;26;9;2.7440;10;230;false
14;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;8;229;false
15;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;7;228;false
16;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;7;228;false
17;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;8;227;false
18;_b01-joda-money-marlon 26C.odem;0;26;13;2.6626;8;226;false
19;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;8;226;false
20;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;8;225;false
21;_b01-joda-money-marlon 26C.odem;0;26;14;2.6626;8;224;false
22;_b01-joda-money-marlon 26C.odem;0;26;13;2.6626;7;224;false
23;_b01-joda-money-marlon 26C.odem;0;26;10;2.6626;7;223;false
24;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;7;223;false
25;_b01-joda-money-marlon 26C.odem;0;26;15;2.6626;8;222;false
26;_b01-joda-money-marlon 26C.odem;0;26;15;2.6626;10;222;false
27;_b01-joda-money-marlon 26C.odem;0;26;15;2.6626;8;221;false
28;_b01-joda-money-marlon 26C.odem;0;26;10;2.6626;8;220;false
29;_b01-joda-money-marlon 26C.odem;0;26;12;2.6626;8;220;false
